"Kód kraja","Názov kraja","Kód územného obvodu","Názov územného obvodu","Kód okresu","Názov okresu","Kód obce","Názov obce","Okrsok","Počet zapísaných voličov","Počet zúčastnených voličov","Účasť voličov v %","Počet odovzdaných obálok","Podiel odovzdaných obálok v %","Počet platných hlasov pre všetkých kandidátov","Podiel platných hlasov pre všetkých kandidátov v %"
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",513881,"Prievidza",39,860,582,67.67,582,100.00,580,99.65
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",513881,"Prievidza",40,772,535,69.30,535,100.00,534,99.81
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",513881,"Prievidza",41,325,239,73.53,239,100.00,239,100.00
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",513881,"Prievidza",42,597,462,77.38,462,100.00,455,98.48
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",514349,"Radobica",1,522,339,64.94,339,100.00,338,99.70
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",514357,"Ráztočno",1,1076,756,70.26,755,99.86,750,99.20
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",514365,"Rudnianska Lehota",1,607,433,71.33,433,100.00,430,99.30
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",514373,"Sebedražie",1,1381,948,68.64,948,100.00,943,99.47
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",514381,"Seč",1,313,224,71.56,224,100.00,223,99.55
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",514390,"Šútovce",1,370,247,66.75,247,100.00,247,100.00
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",514403,"Temeš",1,180,113,62.77,113,100.00,113,100.00
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",514411,"Tužina",1,989,627,63.39,627,100.00,624,99.52
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",514420,"Valaská Belá",1,728,474,65.10,474,100.00,474,100.00
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",514420,"Valaská Belá",2,968,667,68.90,667,100.00,667,100.00
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",514438,"Veľká Čausa",1,438,306,69.86,306,100.00,303,99.01
3,"Trenčiansky kraj",304,"Prievidza",307,"Prievidza",514454,"Zemianske Kostoľany",1,1422,982,69.05,981,99.89,978,99.59
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",582301,"Bohunice",1,607,413,68.03,413,100.00,413,100.00
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",512885,"Bolešov",1,1252,888,70.92,888,100.00,883,99.43
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",557391,"Borčice",1,558,413,74.01,413,100.00,412,99.75
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",512931,"Červený Kameň",1,534,368,68.91,368,100.00,365,99.18
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",1,2039,731,35.85,731,100.00,728,99.58
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",2,1116,849,76.07,849,100.00,846,99.64
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",3,1195,856,71.63,855,99.88,853,99.64
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",4,1060,693,65.37,693,100.00,690,99.56
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",5,826,556,67.31,556,100.00,554,99.64
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",6,966,640,66.25,640,100.00,637,99.53
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",7,1304,751,57.59,751,100.00,747,99.46
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",8,957,653,68.23,653,100.00,647,99.08
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",9,748,479,64.03,478,99.79,478,99.79
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",10,686,490,71.42,490,100.00,486,99.18
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",11,669,427,63.82,427,100.00,418,97.89
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",12,822,541,65.81,541,100.00,538,99.44
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",13,826,599,72.51,599,100.00,593,98.99
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",14,769,539,70.09,536,99.44,536,99.44
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",15,795,532,66.91,532,100.00,531,99.81
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",16,900,605,67.22,605,100.00,602,99.50
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",17,827,558,67.47,558,100.00,549,98.38
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",18,989,703,71.08,703,100.00,684,97.29
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513016,"Dubnica nad Váhom",19,1015,806,79.40,806,100.00,791,98.13
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513024,"Dulov",1,752,555,73.80,555,100.00,548,98.73
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513091,"Horná Poruba",1,877,621,70.80,621,100.00,620,99.83
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513156,"Ilava",1,1264,863,68.27,863,100.00,853,98.84
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513156,"Ilava",2,926,678,73.21,678,100.00,674,99.41
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513156,"Ilava",3,670,655,97.76,489,74.65,484,73.89
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513156,"Ilava",4,872,565,64.79,564,99.82,559,98.93
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513156,"Ilava",5,821,609,74.17,609,100.00,609,100.00
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513156,"Ilava",6,122,87,71.31,87,100.00,87,100.00
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",557404,"Kameničany",1,439,341,77.67,341,100.00,341,100.00
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513253,"Košeca",1,971,624,64.26,624,100.00,618,99.03
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513253,"Košeca",2,1068,752,70.41,752,100.00,749,99.60
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513253,"Košeca",3,194,148,76.28,148,100.00,148,100.00
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513351,"Košecké Podhradie",1,579,429,74.09,428,99.76,424,98.83
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513351,"Košecké Podhradie",2,247,187,75.70,187,100.00,185,98.93
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513351,"Košecké Podhradie",3,70,49,70.00,49,100.00,47,95.91
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",557617,"Krivoklát",1,197,116,58.88,116,100.00,116,100.00
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513296,"Ladce",1,891,586,65.76,586,100.00,579,98.80
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513296,"Ladce",2,765,576,75.29,576,100.00,564,97.91
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513296,"Ladce",3,352,248,70.45,246,99.19,243,97.98
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513385,"Mikušovce",1,828,592,71.49,592,100.00,589,99.49
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513440,"Nová Dubnica",1,1195,637,53.30,636,99.84,632,99.21
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513440,"Nová Dubnica",2,820,544,66.34,544,100.00,534,98.16
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513440,"Nová Dubnica",3,981,751,76.55,751,100.00,750,99.86
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513440,"Nová Dubnica",4,1049,759,72.35,759,100.00,759,100.00
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513440,"Nová Dubnica",5,1002,664,66.26,663,99.84,630,94.87
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513440,"Nová Dubnica",6,1040,780,75.00,780,100.00,778,99.74
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513440,"Nová Dubnica",7,975,713,73.12,713,100.00,708,99.29
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513440,"Nová Dubnica",8,789,536,67.93,536,100.00,533,99.44
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513440,"Nová Dubnica",9,814,592,72.72,592,100.00,589,99.49
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513598,"Pruské",1,908,601,66.18,601,100.00,599,99.66
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513598,"Pruské",2,888,631,71.05,631,100.00,620,98.25
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",557412,"Sedmerovec",1,349,242,69.34,242,100.00,240,99.17
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",557421,"Slavnica",1,727,439,60.38,439,100.00,434,98.86
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513725,"Tuchyňa",1,691,520,75.25,520,100.00,518,99.61
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",557625,"Vršatské Podhradie",1,188,134,71.27,134,100.00,134,100.00
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513865,"Zliechov",1,405,292,72.09,292,100.00,292,100.00
3,"Trenčiansky kraj",305,"Trenčín",302,"Ilava",513865,"Zliechov",2,100,78,78.00,78,100.00,78,100.00
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505838,"Adamovské Kochanovce",1,689,527,76.48,527,100.00,525,99.62
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505854,"Bobot",1,599,417,69.61,417,100.00,416,99.76
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505935,"Dolná Poruba",1,649,449,69.18,449,100.00,439,97.77
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505943,"Dolná Súča",1,763,540,70.77,540,100.00,537,99.44
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505943,"Dolná Súča",2,835,606,72.57,606,100.00,601,99.17
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505943,"Dolná Súča",3,824,559,67.83,559,100.00,558,99.82
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505960,"Drietoma",1,940,645,68.61,645,100.00,644,99.84
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505960,"Drietoma",2,968,668,69.00,666,99.70,662,99.10
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505978,"Dubodiel",1,844,672,79.62,672,100.00,671,99.85
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506010,"Horná Súča",1,686,439,63.99,439,100.00,435,99.08
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506010,"Horná Súča",2,742,518,69.81,518,100.00,511,98.64
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506010,"Horná Súča",3,444,294,66.21,294,100.00,294,100.00
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506010,"Horná Súča",4,222,144,64.86,144,100.00,144,100.00
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506010,"Horná Súča",5,227,164,72.24,164,100.00,162,98.78
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506010,"Horná Súča",6,361,226,62.60,226,100.00,225,99.55
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506028,"Horňany",1,331,238,71.90,238,100.00,235,98.73
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506036,"Horné Srnie",1,1110,763,68.73,763,100.00,757,99.21
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506036,"Horné Srnie",2,1089,800,73.46,800,100.00,795,99.37
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506044,"Hrabovka",1,367,270,73.56,270,100.00,270,100.00
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506087,"Chocholná - Velčice",1,1392,1027,73.77,1027,100.00,1024,99.70
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506095,"Ivanovce",1,816,566,69.36,566,100.00,555,98.05
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506133,"Kostolná - Záriečie",1,545,410,75.22,410,100.00,410,100.00
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506168,"Krivosúd - Bodovka",1,291,211,72.50,211,100.00,211,100.00
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",545686,"Melčice - Lieskové",1,1320,952,72.12,951,99.89,945,99.26
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506231,"Mníchova Lehota",1,1000,679,67.90,679,100.00,675,99.41
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506273,"Motešice",1,500,348,69.60,348,100.00,343,98.56
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506273,"Motešice",2,139,102,73.38,102,100.00,100,98.03
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506273,"Motešice",3,59,40,67.79,40,100.00,40,100.00
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506281,"Nemšová",1,1084,665,61.34,665,100.00,664,99.84
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506281,"Nemšová",2,1008,706,70.03,705,99.85,695,98.44
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506281,"Nemšová",3,1166,847,72.64,847,100.00,831,98.11
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506281,"Nemšová",4,1090,768,70.45,768,100.00,766,99.73
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506281,"Nemšová",5,516,382,74.03,382,100.00,377,98.69
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506281,"Nemšová",6,227,156,68.72,156,100.00,155,99.35
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506290,"Neporadza",1,646,438,67.80,438,100.00,438,100.00
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506354,"Omšenie",1,671,469,69.89,469,100.00,459,97.86
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506354,"Omšenie",2,842,598,71.02,598,100.00,595,99.49
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506371,"Opatovce",1,337,250,74.18,250,100.00,250,100.00
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",581348,"Petrova Lehota",1,154,98,63.63,98,100.00,98,100.00
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506478,"Selec",1,826,575,69.61,575,100.00,561,97.56
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",546682,"Skalka nad Váhom",1,993,692,69.68,692,100.00,683,98.69
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506508,"Soblahov",1,933,662,70.95,661,99.84,653,98.64
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506508,"Soblahov",2,948,650,68.56,650,100.00,647,99.53
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506532,"Svinná",1,1308,876,66.97,876,100.00,861,98.28
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506541,"Štvrtok",1,367,265,72.20,265,100.00,265,100.00
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506559,"Trenčianska Teplá",1,1159,773,66.69,773,100.00,765,98.96
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506559,"Trenčianska Teplá",2,926,643,69.43,641,99.68,638,99.22
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506559,"Trenčianska Teplá",3,774,530,68.47,530,100.00,526,99.24
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506559,"Trenčianska Teplá",4,543,404,74.40,404,100.00,402,99.50
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506567,"Trenčianska Turná",1,847,637,75.20,637,100.00,633,99.37
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506567,"Trenčianska Turná",2,816,614,75.24,614,100.00,611,99.51
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506567,"Trenčianska Turná",3,850,645,75.88,645,100.00,641,99.37
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506567,"Trenčianska Turná",4,260,208,80.00,208,100.00,206,99.03
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506591,"Trenčianske Jastrabie",1,1100,820,74.54,820,100.00,811,98.90
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506605,"Trenčianske Mitice",1,679,475,69.95,475,100.00,474,99.78
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",545741,"Trenčianske Stankovce",1,858,619,72.14,619,100.00,615,99.35
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",545741,"Trenčianske Stankovce",2,1025,769,75.02,769,100.00,766,99.60
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",545741,"Trenčianske Stankovce",3,834,596,71.46,596,100.00,591,99.16
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506613,"Trenčianske Teplice",1,1013,647,63.86,644,99.53,633,97.83
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506613,"Trenčianske Teplice",2,817,547,66.95,546,99.81,539,98.53
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506613,"Trenčianske Teplice",3,742,464,62.53,464,100.00,457,98.49
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506613,"Trenčianske Teplice",4,1284,962,74.92,962,100.00,953,99.06
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",1,2161,693,32.06,693,100.00,688,99.27
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",2,768,598,77.86,598,100.00,590,98.66
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",3,917,696,75.89,696,100.00,690,99.13
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",4,1105,847,76.65,843,99.52,838,98.93
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",5,917,703,76.66,703,100.00,699,99.43
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",6,1163,853,73.34,853,100.00,835,97.88
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",7,768,547,71.22,547,100.00,536,97.98
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",8,752,518,68.88,518,100.00,517,99.80
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",9,768,507,66.01,507,100.00,505,99.60
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",10,808,573,70.91,572,99.82,551,96.16
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",11,910,670,73.62,670,100.00,667,99.55
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",12,666,479,71.92,479,100.00,475,99.16
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",13,974,618,63.44,618,100.00,616,99.67
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",14,906,631,69.64,631,100.00,627,99.36
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",15,976,632,64.75,632,100.00,626,99.05
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",16,929,669,72.01,669,100.00,667,99.70
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",17,1062,747,70.33,747,100.00,742,99.33
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",18,1057,692,65.46,692,100.00,685,98.98
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",19,841,575,68.37,575,100.00,573,99.65
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",20,704,468,66.47,467,99.78,466,99.57
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",21,962,659,68.50,659,100.00,655,99.39
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",22,739,489,66.17,489,100.00,487,99.59
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",23,718,493,68.66,492,99.79,489,99.18
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",24,870,627,72.06,627,100.00,626,99.84
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",25,1147,776,67.65,776,100.00,774,99.74
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",26,717,530,73.91,530,100.00,524,98.86
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",27,651,441,67.74,441,100.00,441,100.00
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",28,621,445,71.65,445,100.00,443,99.55
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",29,753,562,74.63,562,100.00,561,99.82
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",30,820,596,72.68,596,100.00,594,99.66
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",31,663,468,70.58,468,100.00,466,99.57
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",32,833,585,70.22,585,100.00,576,98.46
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",33,750,524,69.86,524,100.00,520,99.23
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",34,1134,813,71.69,813,100.00,802,98.64
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",35,795,568,71.44,568,100.00,565,99.47
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",36,1331,964,72.42,961,99.68,960,99.58
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",37,1057,805,76.15,804,99.87,797,99.00
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",38,760,524,68.94,524,100.00,520,99.23
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",39,236,174,73.72,174,100.00,174,100.00
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",40,660,459,69.54,458,99.78,452,98.47
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",41,601,382,63.56,382,100.00,379,99.21
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",42,1071,759,70.86,759,100.00,753,99.20
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",43,677,476,70.31,476,100.00,474,99.57
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",44,640,457,71.40,457,100.00,454,99.34
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",45,1078,775,71.89,775,100.00,760,98.06
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",46,572,414,72.37,414,100.00,408,98.55
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",47,796,581,72.98,581,100.00,577,99.31
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",48,1030,723,70.19,723,100.00,708,97.92
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",49,1171,920,78.56,920,100.00,912,99.13
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",50,795,613,77.10,613,100.00,607,99.02
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",505820,"Trenčín",51,1145,838,73.18,838,100.00,821,97.97
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506648,"Veľká Hradná",1,585,440,75.21,440,100.00,439,99.77
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",506656,"Veľké Bierovce",1,554,415,74.90,415,100.00,415,100.00
3,"Trenčiansky kraj",305,"Trenčín",309,"Trenčín",556475,"Zamarovce",1,918,731,79.62,731,100.00,727,99.45
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501034,"Bajč",1,840,435,51.78,435,100.00,432,99.31
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501034,"Bajč",2,93,27,29.03,27,100.00,27,100.00
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501034,"Bajč",3,71,12,16.90,12,100.00,12,100.00
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501395,"Bátorove Kosihy",1,872,271,31.07,271,100.00,270,99.63
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501395,"Bátorove Kosihy",2,963,265,27.51,265,100.00,265,100.00
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501395,"Bátorove Kosihy",3,885,324,36.61,324,100.00,321,99.07
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501042,"Bodza",1,312,107,34.29,107,100.00,106,99.06
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",555819,"Bodzianske Lúky",1,155,52,33.54,52,100.00,52,100.00
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501069,"Brestovec",1,411,141,34.30,141,100.00,137,97.16
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501077,"Búč",1,949,368,38.77,368,100.00,367,99.72
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501085,"Čalovec",1,855,366,42.80,366,100.00,364,99.45
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501085,"Čalovec",2,75,39,52.00,39,100.00,39,100.00
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501093,"Číčov",1,1013,335,33.07,335,100.00,329,98.20
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501107,"Dedina Mládeže",1,347,150,43.22,150,100.00,149,99.33
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501123,"Dulovce",1,646,327,50.61,327,100.00,325,99.38
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501123,"Dulovce",2,645,309,47.90,309,100.00,307,99.35
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",580911,"Holiare",1,377,133,35.27,133,100.00,132,99.24
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501140,"Hurbanovo",1,292,176,60.27,176,100.00,176,100.00
4,"Nitriansky kraj",401,"Komárno",401,"Komárno",501140,"Hurbanovo",2,175,98,56.00,98,100.00,97,98.97
